origin,destination,sexo,flow
46021,4625011,mujer,80.12100000000001
4625017,4607802,mujer,337.165
0313303,03120,mujer,394.43999999999994
0306604,0306504,hombre,17.892
0313303,0313303,hombre,24499.035999999996
0301501,03109,mujer,554.222
4625015,1203205,hombre,8.329
0301401,0311901,mujer,328.25600000000003
12012_AM,4625012,hombre,9.024000000000001
03092_AM,0300902,mujer,356.623
46257,46157,mujer,295.07899999999995
0301803,0304101,mujer,84.712
0306304,03058,mujer,2.0
1200901,1208403,mujer,28.0
4617102,46014,mujer,57.206
46183,0301408,mujer,10.285
46194,46223,mujer,7.0
46122,4622007,mujer,112.165
1204006,12136,mujer,32.431
46014,46177_AM,mujer,538.375
1212601,1208201,mujer,406.36600000000004
4607801,4625018,mujer,1509.011
4613107,46195_AM,mujer,84.988
0309903,03070,hombre,11.0
4620402,46163,hombre,90.077
03903,0309905,hombre,95.254
0309908,0305003,hombre,2.0
03901,03026_AM,hombre,168.0
46035,4623501,hombre,93.011
4615903,1212603,hombre,6.0
1208201,1203201,hombre,184.0
0300908,0301404,hombre,56.609
4625010,46126,hombre,70.649
4608301,46157,hombre,48.247
46207,4607001,hombre,52.292
46048,03028_AM,hombre,3.0
12011_AM,4622007,hombre,200.267
0305904,03076,hombre,14.0
1204006,12129_AM,hombre,51.184
03902,0309905,hombre,2385.3129999999996
46207,46163,hombre,133.452
0301404,0301404,mujer,49747.712
0306604,0301803,hombre,10.632
1200502,1208402,hombre,694.456
46139,46160_AM,mujer,49.375
4625005,4615903,hombre,80.917
12033_AM,1204006,mujer,189.43099999999998
46110,1204004,hombre,3.871
46164,46126,hombre,442.07300000000004
4623502,4615903,mujer,20.819
46169,46903,hombre,43.989
03128,03028_AM,mujer,20.333
4625016,4625004,mujer,6338.864999999999
4615903,4624404,hombre,322.629
0301401,0301402,mujer,10347.921
4617102,4625013,mujer,70.75
